,cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report,party
8120,8120,16072480,John Rogers,OH,HOUSE,60,LAKE COUNTY LAND REUTILIZATION CORPORATION,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3930183-OH-ROGERS-JOHN,Not in Open States
8121,8121,16072480,John Rogers,OH,HOUSE,60,LAKE COUNTY PROBATE COURT,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3930183-OH-ROGERS-JOHN,Not in Open States
8122,8122,10238798,Mark Romanchuk,OH,HOUSE,2,GIZMO PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930196-OH-ROMANCHUK-MARK-J,Not in Open States
8123,8123,10238798,Mark Romanchuk,OH,HOUSE,2,"PR MACHINE WORKS, INC.",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3930196-OH-ROMANCHUK-MARK-J,Not in Open States
8124,8124,10238798,Mark Romanchuk,OH,HOUSE,2,"SLICK AUTOMATED SOLUTIONS, INC.",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3930196-OH-ROMANCHUK-MARK-J,Not in Open States
8125,8125,2889893,Clifford Rosenberger,OH,HOUSE,91,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930201-OH-ROSENBERGER-CLIFFORD-CLIFF,Not in Open States
8126,8126,2610853,Margaret Ruhl,OH,HOUSE,68,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930204-OH-RUHL-MARGARET-ANN,Not in Open States
8127,8127,23442166,Scott Ryan,OH,HOUSE,71,NEWARK LEADER PRINTING CO.,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3930206-OH-RYAN-SCOTT-K,Republican
8128,8128,23442166,Scott Ryan,OH,HOUSE,71,SHAI COMMERCIAL REAL ESTATE,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930206-OH-RYAN-SCOTT-K,Republican
8129,8129,6487413,Thomas Sawyer,OH,SENATE,28,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3930211-OH-SAWYER-THOMAS-C,Not in Open States
8130,8130,2748082,Tim Schaffer,OH,HOUSE,77,OH SOCIETY OF PROFESSIONAL ENGINEERS,CONSTRUCTION SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930214-OH-SCHAFFER-TIM,Republican
8131,8131,2720450,Gary Scherer,OH,HOUSE,92,"BUCKEYE MANAGEMENT TEAM, LTD.",ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3930218-OH-SCHERER-GARY,Republican
8132,8132,2720450,Gary Scherer,OH,HOUSE,92,CIRCLEVILLE OIL COMPANY,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3930218-OH-SCHERER-GARY,Republican
8133,8133,2720450,Gary Scherer,OH,HOUSE,92,"CPA TAX PROFESSIONALS, LTD.",ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3930218-OH-SCHERER-GARY,Republican
8134,8134,6504510,Joseph Schiavoni,OH,SENATE,33,"SCHIAVONI, SCHIAVONI, BUSH & MULDOWNEY",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930223-OH-SCHIAVONI-JOSEPH-L-JOE,Democratic
8135,8135,3125245,Kirk J Schuring,OH,HOUSE,48,UNIVERSITY OF MOUNT UNION,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930227-OH-SCHURING-J-KIRK,Not in Open States
8136,8136,6674762,Barbara Sears,OH,HOUSE,47,BR SEARS CO.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930230-OH-SEARS-BARBARA-R,Not in Open States
8137,8137,6674762,Barbara Sears,OH,HOUSE,47,THE ASHLEY GROUP,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930230-OH-SEARS-BARBARA-R,Not in Open States
8138,8138,6674762,Barbara Sears,OH,HOUSE,47,"W.F. ROEMER INSURANCE, INC.",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930230-OH-SEARS-BARBARA-R,Not in Open States
8139,8139,3085514,William Seitz,OH,SENATE,8,DINSMORE & SHOHL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930253-OH-SEITZ-WILLIAM-J,Not in Open States
8140,8140,14890925,Michael Sheehy,OH,HOUSE,46,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930259-OH-SHEEHY-MICHAEL-P,Democratic
8141,8141,2997821,Michael Skindell,OH,SENATE,23,FRIEDMAN DOMIANO & SMITH CO.,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930262-OH-SKINDELL-MICHAEL-J,Not in Open States
8142,8142,2997821,Michael Skindell,OH,SENATE,23,MICHAEL J. SKINDELL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930262-OH-SKINDELL-MICHAEL-J,Not in Open States
8143,8143,2997821,Michael Skindell,OH,SENATE,23,PUBLIC UTILITIES COMMISSION OF OHIO,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3930262-OH-SKINDELL-MICHAEL-J,Not in Open States
8144,8144,2850981,Marilyn Slaby,OH,HOUSE,38,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3930266-OH-SLABY-MARILYN-R,Republican
8145,8145,2857891,Stephen Slesnick,OH,HOUSE,49,SLESNICK IRON & METAL,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3930269-OH-SLESNICK-STEPHEN-D,Not in Open States
8146,8146,2857891,Stephen Slesnick,OH,HOUSE,49,SLESNICK SECURITY,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930269-OH-SLESNICK-STEPHEN-D,Not in Open States
8147,8147,3400315,Kent Smith,OH,HOUSE,8,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930275-OH-SMITH-KENT,Democratic
8148,8148,10238866,Ryan Smith,OH,HOUSE,93,"CHIEFS, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930280-OH-SMITH-RYAN,Republican
8149,8149,10238866,Ryan Smith,OH,HOUSE,93,HILLIARD LYONS,NONPROFIT INSTITUTIONS,https://apps.publicintegrity.org/disclosure/documents/3930280-OH-SMITH-RYAN,Republican
8150,8150,3422260,Robert Sprague,OH,HOUSE,83,MUSIC TOGETHER OF FINDLAY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930286-OH-SPRAGUE-ROBERT,Not in Open States
8151,8151,2596481,Michael Stinziano,OH,HOUSE,18,CAPITAL UNIVERSITY LAW SCHOOL,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930291-OH-STINZIANO-MICHAEL,Not in Open States
8152,8152,2596481,Michael Stinziano,OH,HOUSE,18,CITY OF COLUMBUS,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3930291-OH-STINZIANO-MICHAEL,Not in Open States
8153,8153,2596481,Michael Stinziano,OH,HOUSE,18,"MCTIGUE & COLOMBO, LLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930291-OH-STINZIANO-MICHAEL,Not in Open States
8154,8154,13004660,Fred Strahorn,OH,HOUSE,39,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930297-OH-STRAHORN-FRED,Democratic
8155,8155,3696052,Martin Sweeney,OH,HOUSE,14,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930304-OH-SWEENEY-MARTIN-J,Not in Open States
8156,8156,23442125,Emilia Sykes,OH,HOUSE,34,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930310-OH-SYKES-EMILIA,Not in Open States
8157,8157,6386471,Charleta Tavares,OH,SENATE,15,PRIMARYONEHEALTH,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930315-OH-TAVARES-CHARLETA-B,Not in Open States
8158,8158,6700357,Louis Terhar,OH,HOUSE,30,HOPE CHEST HEIRLOOMS LLC,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3930320-OH-TERHAR-LOUIS,Not in Open States
8159,8159,6700357,Louis Terhar,OH,HOUSE,30,MOUNT ST. JOSEPH UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930320-OH-TERHAR-LOUIS,Not in Open States
8160,8160,6700357,Louis Terhar,OH,HOUSE,30,STRATEGIC PLANNING ADVISORS LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930320-OH-TERHAR-LOUIS,Not in Open States
8161,8161,6700357,Louis Terhar,OH,HOUSE,30,XAVIER UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930320-OH-TERHAR-LOUIS,Not in Open States
8162,8162,2845298,Cecil Thomas,OH,SENATE,9,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3930324-OH-THOMAS-CECIL,Democratic
8163,8163,6687660,Andrew Thompson,OH,HOUSE,95,BIRD WATCHER'S DIGEST,PRINTING & PUBLISHING,https://apps.publicintegrity.org/disclosure/documents/3930328-OH-THOMPSON-ANDREW-M-ANDY,Not in Open States
8164,8164,2982318,Joseph Uecker,OH,SENATE,14,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930332-OH-UECKER-JOSEPH-W,Not in Open States
8165,8165,17951455,Nino Vitale,OH,HOUSE,85,JOHNSON WELDED PRODUCTS,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3930337-OH-VITALE-NINO,Not in Open States
8166,8166,2888561,Christopher Widener,OH,SENATE,10,"BJC GROUP, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930342-OH-WIDENER-CHRISTOPHER-R,Not in Open States
8167,8167,2888561,Christopher Widener,OH,SENATE,10,"ECBC GROUP, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930342-OH-WIDENER-CHRISTOPHER-R,Not in Open States
8168,8168,2888561,Christopher Widener,OH,SENATE,10,"WDC GROUP, LLC",CONSTRUCTION SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930342-OH-WIDENER-CHRISTOPHER-R,Not in Open States
8169,8169,13004525,Sandra Williams,OH,SENATE,21,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930365-OH-WILLIAMS-SANDRA,Democratic
8170,8170,6582431,Ronald Young,OH,HOUSE,61,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3930369-OH-YOUNG-RONALD,Not in Open States
8171,8171,13004497,Kenny Yuko,OH,SENATE,25,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930375-OH-YUKO-KENNY,Democratic
8172,8172,3215368,Paul Zeltwanger,OH,HOUSE,54,AALI LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930382-OH-ZELTWANGER-PAUL-E,Republican
8173,8173,3215368,Paul Zeltwanger,OH,HOUSE,54,JOSHUA ONE LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930382-OH-ZELTWANGER-PAUL-E,Republican
8174,8174,3215368,Paul Zeltwanger,OH,HOUSE,54,RESOLVE FINANCIAL GROUP LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930382-OH-ZELTWANGER-PAUL-E,Republican
8175,8175,13013213,Mark Allen,OK,SENATE,4,"ALLEN RATHOLE, INC",OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3930386-OK-ALLEN-MARK,Republican
8176,8176,6614403,Patrick Anderson,OK,SENATE,19,CENTRAL NATIONAL BANK AND TRUST COMPANY OF ENID,COMMERCIAL BANKS,https://apps.publicintegrity.org/disclosure/documents/3930387-OK-ANDERSON-PATRICK,Not in Open States
8177,8177,6663442,Gary Banz,OK,HOUSE,101,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930391-OK-BANZ-GARY,Not in Open States
8178,8178,6663445,Don Barrington,OK,SENATE,31,CITY OF LAWTON,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3930394-OK-BARRINGTON-DON-R,Not in Open States
8179,8179,6461866,Randy Bass,OK,SENATE,32,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930396-OK-BASS-RANDY,Democratic
8180,8180,13004957,John Bennett,OK,HOUSE,2,SELF EMPLOYED,GENERAL CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3930399-OK-BENNETT-JOHN-R,Republican
8181,8181,23442515,Stephanie Bice,OK,SENATE,22,SMIRK NEW MEDIA,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930401-OK-BICE-STEPHANIE,Republican
8182,8182,11029741,Scott Biggs,OK,HOUSE,51,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930403-OK-BIGGS-SCOTT-R,Not in Open States
8183,8183,13005032,Lisa Billy,OK,HOUSE,42,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930407-OK-BILLY-LISA-J,Not in Open States
8184,8184,13005014,Brian Bingman,OK,SENATE,12,UPLAND RESOURCES INC.,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3930410-OK-BINGMAN-BRIAN,Not in Open States
8185,8185,8648763,Larry Boggs,OK,SENATE,7,ABBOTT RANCH,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3930413-OK-BOGGS-LARRY,Republican
8186,8186,6692309,Josh Brecheen,OK,SENATE,6,OKLAHOMA FFA ASSOCIATION,AGRICULTURAL SERVICES & PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3930414-OK-BRECHEEN-JOSH,Republican
8187,8187,6692309,Josh Brecheen,OK,SENATE,6,SELF-EMPLOYED,AGRICULTURAL SERVICES & PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3930414-OK-BRECHEEN-JOSH,Republican
8188,8188,13013256,Rick Brinkley,OK,SENATE,34,BETTER BUSINESS BUREAU,BUSINESS ASSOCIATIONS,https://apps.publicintegrity.org/disclosure/documents/3930416-OK-BRINKLEY-RICK,Not in Open States
8189,8189,13013256,Rick Brinkley,OK,SENATE,34,MISS AMERICA ORGANIZATION,RECREATION & LIVE ENTERTAINMENT,https://apps.publicintegrity.org/disclosure/documents/3930416-OK-BRINKLEY-RICK,Not in Open States
8190,8190,13736207,Corey Brooks,OK,SENATE,43,UNITED STATES NAVY RESERVE,MILITARY,https://apps.publicintegrity.org/disclosure/documents/3930418-OK-BROOKS-COREY,Not in Open States
8191,8191,6668818,Bill Brown,OK,SENATE,36,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930421-OK-BROWN-BILL-E-L,Republican
8192,8192,6411373,Mike Brown,OK,HOUSE,4,BIGGS LAW OFFICE,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930424-OK-BROWN-MIKE,Not in Open States
8193,8193,13005088,David Brumbaugh,OK,HOUSE,76,DRB INDUSTRIES LLC,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3930426-OK-BRUMBAUGH-DAVID,Republican
8194,8194,8608010,Chad Caldwell,OK,HOUSE,40,HOSPICE CIRCLE OF LOVE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930428-OK-CALDWELL-CHAD,Republican
8195,8195,6568540,Kevin Calvey,OK,HOUSE,82,HINDHOVER LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930433-OK-CALVEY-KEVIN,Republican
8196,8196,6568540,Kevin Calvey,OK,HOUSE,82,KEVIN J. CALVEY PC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930433-OK-CALVEY-KEVIN,Republican
8197,8197,13004983,Ed Cannaday,OK,HOUSE,15,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930436-OK-CANNADAY-ED,Democratic
8198,8198,6692190,Dennis Casey,OK,HOUSE,35,CASEY AND CASEY CATTLE,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3930437-OK-CASEY-DENNIS,Republican
8199,8199,6668828,Mike Christian,OK,HOUSE,93,RETIRED LAW ENFORCEMENT,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3932269-OK-CHRISTIAN-MIKE,Not in Open States
8200,8200,11029707,Bobby Cleveland,OK,HOUSE,20,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930440-OK-CLEVELAND-BOBBY,Republican
8201,8201,6692147,Josh Cockroft,OK,HOUSE,27,GRACE HOME,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3930444-OK-COCKROFT-JOSH,Republican
8202,8202,6508695,Donnie Condit,OK,HOUSE,18,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930446-OK-CONDIT-DONNIE,Democratic
8203,8203,6392724,Ann Coody,OK,HOUSE,64,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930449-OK-COODY-ANN,Not in Open States
8204,8204,8891528,Jeff Coody,OK,HOUSE,63,SELF EMPLOYED,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930451-OK-COODY-JEFF,Republican
8205,8205,6663502,Marian Cooksey,OK,HOUSE,39,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930452-OK-COOKSEY-MARIAN,Not in Open States
8206,8206,13004962,Doug Cox,OK,HOUSE,5,INTEGRIS,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3930455-OK-COX-DOUG,Not in Open States
8207,8207,13013261,Brian Crain,OK,SENATE,39,HANSON & HOLMES PLLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930458-OK-CRAIN-BRIAN-A,Not in Open States
8208,8208,11029992,Nathan Dahm,OK,SENATE,33,APPLE INC,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930461-OK-DAHM-NATHAN,Republican
8209,8209,11029992,Nathan Dahm,OK,SENATE,33,NATHAN DAHM,COMPUTER EQUIPMENT & SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930461-OK-DAHM-NATHAN,Republican
8210,8210,6670334,David Dank,OK,HOUSE,85,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930465-OK-DANK-DAVID-M,Not in Open States
8211,8211,6692341,Kim David,OK,SENATE,18,SWEETGUM PROPERTIES,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930468-OK-DAVID-KIM,Republican
8212,8212,13005023,Lee Denney,OK,HOUSE,33,VETCO,AGRICULTURAL SERVICES & PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3930470-OK-DENNEY-LEE,Not in Open States
8213,8213,13005086,David Derby,OK,HOUSE,74,WALGREENS,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3930474-OK-DERBY-DAVID,Not in Open States
8214,8214,23442452,Travis Dunlap,OK,HOUSE,10,"DUNLAP MUSIC, INC.","BANDS, ORCHESTRAS & OTHER LIVE MUSIC PRODUCTION",https://apps.publicintegrity.org/disclosure/documents/3930476-OK-DUNLAP-TRAVIS,Republican
8215,8215,22185980,Jason Dunnington,OK,HOUSE,88,OKLAHOMA CITY UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930480-OK-DUNNINGTON-JASON,Democratic
8216,8216,6676570,Jon Echols,OK,HOUSE,90,ABSOLUTE SENIOR CARE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8217,8217,6676570,Jon Echols,OK,HOUSE,90,ECHOLS & ASSOCIATES,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8218,8218,6676570,Jon Echols,OK,HOUSE,90,ESW HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8219,8219,6676570,Jon Echols,OK,HOUSE,90,EXPEDITED THERAPY MANAGEMENT,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8220,8220,6676570,Jon Echols,OK,HOUSE,90,RED BISON ROOFING,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8221,8221,6676570,Jon Echols,OK,HOUSE,90,TROPHY POOLS,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8222,8222,6676570,Jon Echols,OK,HOUSE,90,TURNKEY HEALTH CLINICS,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930482-OK-ECHOLS-JON,Republican
8223,8223,6670349,John Enns,OK,HOUSE,41,SELF EMPLOYED,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3930486-OK-ENNS-JOHN-T,Republican
8224,8224,6670360,George Faught,OK,HOUSE,14,CLEAN PRO LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930488-OK-FAUGHT-GEORGE,Republican
8225,8225,6668839,Eddie Fields,OK,SENATE,10,FARM SERVICE AGENCY,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3930491-OK-FIELDS-EDDIE-JAY,Republican
8226,8226,6668839,Eddie Fields,OK,SENATE,10,FIELDS RANCH,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3930491-OK-FIELDS-EDDIE-JAY,Republican
8227,8227,11029750,Dan Fisher,OK,HOUSE,60,LAKEWOOD BAPTIST CHURCH OF YUKON,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3930495-OK-FISHER-DAN,Not in Open States
8228,8228,8678662,Kay Floyd,OK,SENATE,46,"RIGGS, ABNEY LAW FIRM",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930497-OK-FLOYD-KAY,Democratic
8229,8229,6663550,John Ford,OK,SENATE,29,CONOCOPHILLIPS,OIL & GAS,https://apps.publicintegrity.org/disclosure/documents/3930500-OK-FORD-JOHN-W,Not in Open States
8230,8230,6508815,William Fourkiller,OK,HOUSE,86,GOOD SHEPHERD HOSPICE,HEALTH SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930504-OK-FOURKILLER-WILLIAM-T-WILL,Democratic
8231,8231,23442525,Jack Fry,OK,SENATE,42,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930506-OK-FRY-JACK,Republican
8232,8232,13013219,Earl Garrison,OK,SENATE,9,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930510-OK-GARRISON-EARL,Not in Open States
8233,8233,6668844,Randon Grau,OK,HOUSE,81,CHEEK & FALCONE PLLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930512-OK-GRAU-RANDON-RANDY,Not in Open States
8234,8234,6700168,Ann Griffin,OK,SENATE,20,INDEPENDENT CONTRACTOR,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930514-OK-GRIFFIN-ANN-AJ,Not in Open States
8235,8235,11029980,Claudia Griffith,OK,HOUSE,45,GRIFFITH DENTISTRY PC,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3930517-OK-GRIFFITH-CLAUDIA,Democratic
8236,8236,6692285,Elise Hall,OK,HOUSE,100,DIFFEE FORD LINCOLN,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3930519-OK-HALL-ELISE,Republican
8237,8237,6692285,Elise Hall,OK,HOUSE,100,THE HALL'S KITCHEN,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3930519-OK-HALL-ELISE,Republican
8238,8238,6676591,Jim Halligan,OK,SENATE,21,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930524-OK-HALLIGAN-JIM,Not in Open States
8239,8239,6692216,Tommy Hardin,OK,HOUSE,49,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930525-OK-HARDIN-TOMMY-C,Republican
8240,8240,6700148,Katie Henke,OK,HOUSE,71,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930530-OK-HENKE-KATIE,Republican
8241,8241,13005064,Jeff Hickman,OK,HOUSE,58,SELF EMPLOYED,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3930533-OK-HICKMAN-JEFF,Not in Open States
8242,8242,6692364,David Holt,OK,SENATE,30,HALL CAPITAL,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3930536-OK-HOLT-DAVID,Republican
8243,8243,8678831,Charles Hoskin,OK,HOUSE,6,CHEROKEE NATION,TRIBAL GOVERNMENTS,https://apps.publicintegrity.org/disclosure/documents/3930538-OK-HOSKIN-CHARLES-THOMAS,Not in Open States
8244,8244,13005113,Scott Inman,OK,HOUSE,94,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930542-OK-INMAN-SCOTT-MICHAEL,Democratic
8245,8245,23442518,Darcy Jech,OK,SENATE,26,"DELVIN JECH AGENCY, INC",INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3930543-OK-JECH-DARCY,Republican
8246,8246,6668853,Dennis Johnson,OK,HOUSE,50,A1 APPLIANCE,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3930547-OK-JOHNSON-DENNIS,Not in Open States
8247,8247,6612827,Clark Jolley,OK,SENATE,41,HENDERSON HILLS BAPTIST CHURCH,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3930550-OK-JOLLEY-CLARK,Not in Open States
8248,8248,6612827,Clark Jolley,OK,SENATE,41,OKLAHOMA CHRISTIAN UNIVERSITY,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3930550-OK-JOLLEY-CLARK,Not in Open States
8249,8249,6676602,Paul John Jordan,OK,HOUSE,43,SELF EMPLOYED,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3930553-OK-JORDAN-JOHN-PAUL,Not in Open States
8250,8250,13005116,Charles Joyner,OK,HOUSE,95,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930557-OK-JOYNER-CHARLES-C,Not in Open States
8251,8251,6663635,Ron Justice,OK,SENATE,23,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930559-OK-JUSTICE-RON,Not in Open States
8252,8252,23442501,Chris Kannady,OK,HOUSE,91,VETERANS LEGAL SERVICES,MILITARY,https://apps.publicintegrity.org/disclosure/documents/3930562-OK-KANNADY-CHRIS,Republican
8253,8253,6614447,Sally Kern,OK,HOUSE,84,,NONE,https://apps.publicintegrity.org/disclosure/documents/3930566-OK-KERN-SALLY,Not in Open States
8254,8254,6677057,Dan Kirby,OK,HOUSE,75,KELLER WILLIAMS,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3930569-OK-KIRBY-DAN,Republican
8255,8255,13005001,Steve Kouplen,OK,HOUSE,24,KOUPLEN FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3930571-OK-KOUPLEN-STEVE,Democratic
